shift_duration_hrs,ventilation_rate_m3_per_min,methane_level_ppm,machinery_age_years,avg_worker_experience_yrs,workforce_size,depth_m,temperature_c,incidents_last_30_days,incident_occurred
10,7.11,695.1,7.5,3.5,24,225.0,22.1,0,0
8,7.2,141.8,9.9,3.8,36,513.0,24.6,0,1
8,4.11,69.5,11.6,8.2,36,734.0,32.5,0,0
12,8.39,221.9,3.8,7.8,30,506.0,30.2,0,0
12,8.61,28.0,18.0,4.4,24,822.0,33.1,0,0
8,6.09,72.8,13.5,7.6,22,100.0,21.0,1,0
8,6.42,63.9,12.7,1.1,19,550.0,18.6,0,0
10,3.74,84.8,2.0,0.3,26,527.0,33.5,0,0
8,7.43,228.3,12.1,10.3,26,611.0,33.1,0,0
8,7.53,99.3,2.4,0.4,25,758.0,29.1,1,0
8,6.39,237.0,1.6,1.4,6,667.0,30.1,0,0
10,8.52,128.9,10.5,5.9,22,722.0,32.3,0,1
10,5.9,62.8,8.1,2.6,27,295.0,28.9,1,0
8,7.52,249.1,11.8,10.5,17,379.0,30.7,0,0
8,4.66,40.8,1.8,1.8,13,583.0,32.1,0,1
8,6.46,38.1,8.6,0.1,11,520.0,27.5,0,0
10,6.19,105.3,3.5,1.8,5,867.0,26.3,0,0
8,6.91,45.3,19.7,4.3,6,209.0,29.9,0,0
8,5.83,1.4,11.2,2.4,8,349.0,39.3,0,0
10,6.26,156.7,13.7,3.8,18,537.0,23.8,0,0
8,7.99,107.3,6.5,10.5,36,788.0,25.8,0,0
10,5.71,88.5,1.9,12.2,6,840.0,19.2,0,0
8,3.61,511.5,19.5,1.5,18,336.0,30.2,0,1
8,9.65,127.0,5.7,3.1,24,107.0,25.4,0,0
8,8.99,298.6,8.5,4.0,29,408.0,21.0,0,0
10,4.17,22.5,13.0,14.9,12,385.0,27.7,0,0
12,7.74,126.3,0.5,30.0,32,889.0,35.5,0,0
12,5.59,303.7,16.2,1.3,25,416.0,26.2,1,0
8,6.97,131.2,10.7,6.5,27,310.0,26.7,1,0
10,7.03,189.9,5.6,2.4,36,361.0,35.3,0,0
8,6.08,69.8,1.2,0.0,12,387.0,28.0,0,0
8,5.09,14.6,3.2,0.0,35,748.0,22.0,0,0
12,5.26,91.8,17.9,3.1,20,119.0,31.4,0,0
8,4.85,75.3,13.7,3.4,31,319.0,33.6,0,0
8,5.0,302.7,5.0,0.1,22,871.0,27.0,0,0
8,6.38,42.0,1.3,5.8,39,180.0,28.7,0,0
8,5.21,510.5,13.8,1.7,19,681.0,21.4,1,1
8,7.73,476.0,11.4,4.1,31,353.0,23.6,1,1
10,9.18,42.7,8.1,1.8,21,545.0,26.3,0,0
8,5.46,64.2,7.3,0.9,6,135.0,28.4,0,0
12,6.93,338.9,4.3,2.6,35,310.0,24.9,0,0
12,7.4,510.0,13.4,1.3,38,476.0,26.1,0,1
8,7.35,87.9,19.4,3.8,38,247.0,27.4,0,0
8,6.64,58.1,3.5,1.1,7,511.0,23.0,0,0
8,7.84,112.0,11.9,3.6,21,237.0,26.7,0,0
10,7.37,174.6,8.5,0.9,18,603.0,33.8,0,1
8,4.27,47.9,8.9,5.6,18,819.0,25.0,0,0
10,8.06,200.0,5.1,7.0,39,123.0,23.5,1,0
8,8.1,8.0,16.5,0.6,5,234.0,38.4,1,0
10,5.13,7.6,9.7,3.2,33,768.0,29.1,0,0
8,6.57,73.2,10.9,0.4,8,587.0,24.1,0,0
8,7.73,65.4,6.1,4.6,37,117.0,31.2,0,0
12,6.12,56.9,3.6,1.5,21,463.0,29.3,1,1
10,8.43,101.3,1.7,3.7,32,228.0,25.1,2,0
8,10.75,58.0,14.3,3.6,30,219.0,27.8,1,0
12,5.09,32.0,3.9,12.9,12,850.0,26.5,0,0
8,4.01,55.5,13.8,4.0,38,697.0,33.0,0,0
12,7.05,552.8,7.8,4.4,22,642.0,31.4,0,0
10,7.8,79.4,8.3,2.6,35,253.0,17.3,0,0
8,6.08,88.2,9.4,14.9,31,151.0,37.5,0,0
8,9.12,128.9,7.4,7.5,20,790.0,26.6,0,0
8,4.09,614.2,2.0,1.7,14,55.0,36.6,1,1
10,7.75,41.5,6.2,9.3,16,380.0,31.6,0,0
10,5.41,171.5,13.3,2.8,26,286.0,29.2,0,0
8,9.59,188.8,13.3,8.8,20,535.0,27.5,1,0
8,10.09,140.2,5.7,8.7,16,263.0,41.8,3,0
12,5.12,13.9,9.2,1.0,15,315.0,26.6,0,0
12,5.51,169.5,3.9,6.0,24,773.0,24.6,3,0
10,8.05,9.9,4.2,1.7,5,563.0,25.1,0,0
8,5.8,136.0,0.5,1.8,31,174.0,28.0,0,0
8,6.42,201.8,17.9,1.8,7,668.0,28.0,1,0
8,6.55,35.5,4.2,6.5,16,226.0,33.0,0,0
12,3.04,276.4,4.6,1.3,34,418.0,31.8,0,1
8,6.48,4.6,5.6,0.0,13,600.0,31.8,0,0
10,5.26,278.5,2.5,6.3,5,281.0,26.9,1,0
8,5.61,92.5,12.8,0.9,8,376.0,31.4,0,1
10,9.1,36.8,1.5,0.6,19,674.0,31.9,0,0
10,4.24,21.5,2.7,1.4,31,847.0,27.6,0,1
12,7.96,459.6,12.9,2.4,12,500.0,29.4,1,0
8,6.0,11.3,6.8,3.2,27,58.0,31.9,1,0
8,6.0,33.3,14.2,0.2,19,338.0,29.1,0,0
8,7.92,64.1,11.1,17.6,31,389.0,29.5,2,0
12,7.11,145.2,5.1,6.3,35,338.0,35.0,0,0
12,7.53,118.1,13.0,2.0,12,421.0,29.1,1,0
10,8.24,20.1,2.3,1.9,34,588.0,25.0,0,0
10,5.9,51.3,10.7,3.0,22,153.0,21.3,0,0
10,5.4,40.9,8.7,4.9,8,282.0,28.6,2,0
8,4.55,36.0,5.4,0.8,26,482.0,26.3,0,0
12,5.01,79.4,12.1,1.0,7,318.0,32.0,0,1
8,11.81,182.6,17.4,9.8,19,892.0,35.9,0,0
8,8.74,36.8,20.0,1.5,39,417.0,22.9,1,0
10,4.07,68.5,12.2,2.4,37,789.0,23.6,0,1
8,4.12,74.4,8.1,10.3,18,812.0,27.9,1,1
8,7.37,562.3,4.5,5.4,5,761.0,24.0,1,0
10,7.49,464.1,5.1,2.1,30,90.0,26.9,2,0
8,7.49,241.5,9.6,5.8,12,856.0,25.3,3,1
10,6.04,41.5,7.3,0.1,20,159.0,23.0,0,0
8,6.27,10.6,18.3,6.7,14,79.0,32.1,0,0
8,7.09,57.2,7.4,3.3,30,402.0,28.4,0,0
8,6.65,46.5,7.5,8.4,32,215.0,37.2,0,0
8,2.51,105.8,7.7,15.5,16,207.0,29.8,0,0
10,6.09,225.6,16.7,13.0,24,295.0,34.4,1,0
8,4.97,293.1,13.0,12.0,18,261.0,24.4,2,0
10,6.82,279.5,12.3,3.6,39,632.0,24.3,0,0
8,11.87,66.9,6.7,2.2,33,209.0,39.1,1,0
10,7.16,174.3,16.4,3.1,16,512.0,25.0,0,0
12,5.94,56.3,0.8,5.9,22,888.0,23.3,1,0
10,8.16,9.4,17.4,10.8,6,418.0,22.1,2,0
8,7.37,181.4,10.3,1.2,6,596.0,37.6,1,1
8,7.26,1.5,8.0,12.5,21,874.0,26.6,2,0
8,7.59,78.9,9.9,8.4,14,167.0,30.0,0,0
10,10.2,59.9,13.3,19.3,22,406.0,28.8,0,0
8,4.46,177.3,0.3,10.6,26,773.0,24.4,0,0
8,7.35,218.0,17.4,1.6,23,842.0,26.5,1,1
10,4.83,54.4,8.9,0.6,5,561.0,32.2,0,0
8,7.5,250.4,6.9,0.6,28,172.0,21.9,0,0
10,4.85,52.2,2.8,1.7,29,816.0,31.4,0,0
8,5.75,88.7,8.8,4.8,35,198.0,35.2,1,1
8,5.97,194.8,9.9,8.2,35,350.0,29.5,1,1
10,8.26,177.1,8.1,11.5,6,369.0,34.7,0,0
8,8.15,655.7,13.6,4.9,23,430.0,21.1,0,0
10,4.26,38.3,8.4,0.0,16,722.0,18.8,0,0
8,6.6,162.8,19.2,1.0,14,732.0,29.2,0,0
8,5.22,141.1,12.0,0.5,35,662.0,25.1,0,0
12,4.23,369.9,16.1,2.3,26,69.0,32.4,2,1
10,6.11,25.5,2.2,3.5,27,530.0,26.4,0,0
10,5.94,209.0,7.9,0.2,27,685.0,28.7,0,0
8,10.87,126.0,6.7,2.1,19,428.0,28.4,1,0
10,7.28,48.2,11.4,1.0,30,853.0,28.6,0,1
8,4.02,96.5,17.2,5.2,7,750.0,25.3,0,0
8,5.48,60.9,1.6,3.1,27,592.0,21.2,1,0
12,8.34,129.9,1.5,3.4,24,103.0,26.9,0,0
8,10.26,329.7,17.0,2.8,12,604.0,35.3,0,0
12,3.65,126.4,4.3,15.6,22,825.0,25.0,0,0
8,3.12,149.8,13.4,1.2,10,373.0,24.9,1,1
8,9.87,109.7,10.9,3.6,31,762.0,28.8,0,0
10,7.2,7.9,16.7,6.7,19,316.0,22.1,1,0
12,4.94,39.8,2.5,4.1,9,535.0,33.0,0,0
10,7.46,101.6,2.6,13.2,13,601.0,22.6,1,0
12,1.76,55.7,11.1,2.4,11,626.0,26.6,0,1
10,6.51,30.1,18.9,3.1,24,800.0,40.7,1,0
10,7.09,105.2,8.3,0.5,14,249.0,22.3,0,0
12,8.16,58.5,6.5,4.7,30,273.0,35.4,1,0
8,4.67,44.8,12.1,1.7,8,648.0,28.6,2,0
8,6.65,93.5,18.6,0.9,28,201.0,29.3,0,0
8,4.83,21.5,16.7,3.9,18,445.0,24.0,0,0
12,6.96,394.1,19.9,3.8,5,67.0,32.0,0,0
12,4.89,303.4,0.5,0.4,21,170.0,26.2,0,0
8,5.77,184.5,2.3,6.0,28,627.0,22.3,1,0
10,4.71,16.8,12.2,4.9,31,685.0,35.3,0,0
12,7.67,224.3,16.4,1.0,11,148.0,26.1,1,1
8,8.05,247.5,5.7,3.2,13,244.0,18.7,1,0
10,6.08,219.0,4.8,6.4,39,134.0,26.7,2,0
12,6.57,18.1,15.7,3.8,16,418.0,32.0,0,0
8,3.89,154.9,1.1,2.5,25,157.0,31.2,1,0
10,5.96,269.7,7.4,1.9,7,422.0,24.8,0,0
8,6.41,129.2,10.1,4.7,19,672.0,23.1,0,0
12,11.22,155.9,11.2,14.0,25,631.0,21.2,0,0
12,4.5,92.0,14.6,5.6,14,288.0,27.9,0,0
12,9.14,112.8,7.1,0.4,37,623.0,28.8,0,0
8,8.29,5.2,12.3,3.1,10,839.0,31.5,0,0
12,7.01,152.8,11.7,11.1,6,345.0,27.3,0,0
12,9.67,12.7,11.0,0.5,33,330.0,27.1,2,0
8,7.17,85.6,12.8,22.5,37,536.0,26.6,0,0
12,7.2,51.9,5.2,14.9,8,259.0,28.8,0,0
8,6.4,118.3,1.7,0.4,8,604.0,27.3,0,0
10,8.7,21.5,2.4,13.5,33,757.0,32.7,1,0
8,8.47,176.5,4.5,2.3,24,440.0,29.6,0,0
8,5.37,237.7,10.0,9.3,27,628.0,28.5,0,0
8,4.13,26.8,16.8,2.7,22,604.0,27.8,0,1
10,6.13,16.5,14.0,2.9,29,83.0,23.3,0,0
8,5.06,23.6,15.8,5.0,5,206.0,28.0,0,0
10,6.39,314.5,7.0,7.4,19,810.0,24.8,1,1
8,8.73,112.7,8.1,0.2,38,848.0,29.7,0,0
8,5.68,94.5,7.9,4.5,24,713.0,27.0,0,0
10,6.42,16.9,3.8,1.0,31,833.0,36.3,0,0
10,6.6,157.3,1.2,2.1,26,310.0,21.7,0,0
8,8.03,303.7,11.8,2.1,9,261.0,12.5,0,0
10,2.46,264.2,19.8,3.2,38,377.0,29.3,1,1
12,5.41,147.5,3.3,2.0,7,97.0,24.8,0,0
10,6.88,11.7,0.9,0.6,21,738.0,28.8,0,0
8,8.66,17.9,15.6,0.8,28,887.0,21.8,0,0
8,5.61,7.6,5.1,0.2,28,750.0,37.5,0,0
12,3.12,44.7,16.6,3.2,7,522.0,26.1,0,0
8,7.62,21.9,14.1,15.4,11,301.0,24.5,0,0
12,5.36,45.2,18.9,0.6,29,218.0,37.5,0,0
10,4.36,72.9,8.2,14.6,7,359.0,32.2,0,0
12,5.38,429.7,13.2,6.6,19,617.0,34.9,0,1
10,6.17,141.4,9.3,5.1,33,430.0,27.1,0,1
12,5.41,270.2,12.6,5.2,33,844.0,28.2,0,0
8,2.53,185.9,9.0,8.8,14,776.0,25.0,1,0
10,8.11,17.9,3.8,0.6,36,137.0,24.4,0,0
8,8.79,199.7,10.2,3.5,27,162.0,30.0,0,0
8,7.67,48.3,10.6,6.0,13,625.0,26.2,0,0
10,4.45,152.9,16.2,4.4,18,246.0,39.1,2,0
12,6.14,62.5,14.7,8.9,8,722.0,32.2,1,0
12,6.49,909.4,13.3,0.4,24,553.0,37.4,0,1
10,7.58,45.9,2.3,5.9,32,245.0,16.9,0,0
8,7.7,49.1,14.4,3.8,18,457.0,37.5,1,1
8,5.18,400.3,10.0,2.4,38,395.0,16.1,1,1
10,6.65,3.7,17.9,2.1,17,792.0,21.7,0,0
8,7.32,178.9,18.4,4.8,35,77.0,19.2,2,0
8,9.12,193.8,1.1,11.1,37,811.0,29.2,1,0
8,7.77,271.5,16.4,3.4,32,604.0,27.9,0,0
8,7.92,550.0,0.8,8.7,29,677.0,32.0,0,0
8,6.65,557.0,7.3,2.6,36,52.0,27.6,0,0
8,9.04,10.1,10.8,0.5,13,584.0,34.1,2,0
8,7.24,258.8,3.0,0.3,32,550.0,23.3,0,0
8,4.95,155.9,14.9,0.3,35,507.0,34.2,1,1
12,9.03,156.3,0.2,2.4,21,718.0,27.8,0,0
8,7.76,20.6,3.4,2.1,27,522.0,39.8,0,0
8,5.7,157.6,11.6,6.3,17,779.0,32.4,1,0
10,5.64,606.7,14.3,6.8,14,248.0,26.5,1,0
8,7.03,364.3,18.3,0.3,20,735.0,27.8,0,1
12,7.33,86.7,14.1,1.2,10,202.0,23.0,0,0
10,6.86,6.1,13.4,1.6,15,741.0,29.8,0,0
8,7.06,67.5,7.9,4.0,7,849.0,26.5,0,1
8,9.56,262.6,0.0,0.8,32,335.0,31.6,0,0
12,8.43,181.3,2.4,0.7,19,500.0,21.3,2,1
12,6.84,92.2,10.7,14.4,17,610.0,26.4,0,0
8,8.19,8.5,13.5,8.2,21,118.0,22.2,0,0
10,4.64,83.5,8.3,1.0,11,470.0,22.5,1,0
8,7.22,95.0,14.6,2.6,32,356.0,31.0,0,0
12,9.76,395.8,10.4,2.2,17,792.0,33.6,0,0
8,6.11,153.7,1.5,7.8,21,795.0,16.3,1,0
12,4.97,56.0,3.8,3.6,19,646.0,37.3,2,1
10,5.33,111.8,16.8,0.7,32,607.0,35.0,0,0
10,4.54,10.3,14.5,6.7,19,674.0,21.3,0,0
10,5.09,539.4,17.9,2.5,15,361.0,32.1,0,1
8,5.83,67.0,2.4,1.5,35,394.0,25.7,0,0
8,3.97,97.5,19.8,2.4,8,521.0,27.5,0,0
8,6.53,65.8,4.2,3.4,39,847.0,31.0,1,0
8,8.12,172.1,0.2,2.1,38,665.0,30.4,0,0
10,4.87,162.8,19.9,1.4,31,518.0,25.1,0,0
8,9.23,188.5,5.6,2.5,14,705.0,25.1,0,0
8,7.42,46.8,13.4,0.1,34,365.0,25.4,0,1
12,8.36,56.9,3.5,7.4,24,671.0,33.7,0,0
12,5.32,20.1,11.6,0.9,33,399.0,18.7,0,1
12,8.04,159.9,18.1,0.2,33,288.0,27.2,1,0
12,4.53,6.1,6.4,5.3,27,568.0,35.9,0,0
8,8.1,136.6,13.4,7.4,25,634.0,31.5,0,0
8,6.81,305.7,3.8,8.4,14,440.0,33.3,0,0
10,7.5,332.2,12.5,3.4,16,531.0,27.3,0,0
10,4.38,89.4,6.7,1.1,34,640.0,22.2,1,0
8,4.89,92.2,4.2,6.7,37,703.0,28.3,0,1
12,7.58,12.0,6.3,6.0,22,811.0,24.6,0,0
8,4.79,166.6,3.6,1.4,18,351.0,39.2,0,0
8,7.33,258.3,18.0,11.7,26,859.0,27.2,0,0
10,4.04,42.1,7.9,0.6,25,592.0,31.2,1,0
10,8.03,82.0,4.9,20.3,5,720.0,36.5,1,0
10,4.28,273.8,9.0,9.8,19,645.0,22.5,0,0
8,7.49,314.5,6.4,5.8,26,225.0,16.6,0,0
12,7.63,41.8,14.9,14.0,36,111.0,30.5,0,0
8,5.25,120.0,19.4,6.4,37,667.0,31.4,0,1
8,7.55,32.1,8.8,1.1,27,484.0,25.9,1,0
12,6.97,16.1,17.2,2.9,6,647.0,22.2,0,0
12,5.53,363.1,11.3,0.4,6,455.0,29.5,1,0
12,4.68,257.6,3.1,2.5,33,315.0,27.9,1,0
12,2.97,214.1,13.8,6.8,7,292.0,29.6,0,0
10,7.13,7.5,10.3,2.4,11,671.0,22.3,0,0
10,3.68,278.4,13.0,2.0,33,285.0,29.6,0,0
8,6.67,86.4,17.8,4.5,27,657.0,32.1,1,1
8,6.03,62.9,8.8,10.3,20,376.0,20.5,0,0
8,7.72,118.6,18.0,0.2,35,705.0,35.3,0,0
8,5.96,14.4,15.0,2.4,38,171.0,29.3,0,0
10,5.91,212.0,9.8,0.9,5,224.0,32.3,0,0
8,7.82,131.0,12.1,5.9,22,633.0,21.6,0,0
8,7.1,31.0,6.5,0.6,19,526.0,31.4,0,0
8,7.07,31.3,19.7,5.5,21,223.0,19.8,1,1
10,7.34,30.5,13.3,1.7,14,817.0,23.3,1,0
8,3.74,8.8,0.9,1.1,24,285.0,29.3,1,0
12,7.86,132.9,6.5,13.8,10,408.0,26.6,0,0
8,7.6,275.2,12.5,0.1,12,222.0,28.1,1,0
8,4.67,2.6,1.1,2.9,38,380.0,37.6,1,0
10,6.06,7.5,0.5,0.1,36,468.0,28.1,1,0
12,6.43,127.6,9.0,3.3,8,301.0,31.5,0,0
8,6.26,256.8,6.7,3.5,24,704.0,27.7,0,1
10,7.1,59.3,8.8,1.9,28,385.0,27.5,1,0
10,9.08,64.5,5.3,0.7,28,670.0,23.1,0,0
8,8.45,136.1,3.3,2.4,30,226.0,29.8,0,0
12,4.14,48.1,13.8,5.6,29,370.0,40.7,0,1
10,7.62,4.0,10.3,7.6,11,57.0,28.4,0,0
10,8.89,199.3,4.0,3.8,14,695.0,26.7,0,0
12,7.2,147.4,6.4,4.5,16,582.0,33.7,1,0
12,8.46,130.4,11.8,1.1,5,745.0,33.1,1,1
10,10.12,203.0,1.4,1.7,29,437.0,30.2,0,0
12,8.34,168.7,2.9,0.9,20,730.0,26.5,0,0
10,6.95,34.6,1.5,1.4,9,600.0,33.7,1,0
10,8.38,65.2,16.2,1.3,23,53.0,28.6,1,0
10,6.76,20.2,15.0,3.7,8,266.0,32.6,0,0
10,6.54,20.9,15.1,4.1,10,470.0,23.9,0,0
8,5.87,169.1,14.3,14.5,30,576.0,25.1,1,0
12,9.31,293.4,13.4,1.1,13,106.0,28.5,0,0
12,5.03,493.4,9.5,5.1,18,649.0,21.8,0,0
8,9.26,148.5,12.8,8.5,13,512.0,26.2,0,0
12,7.4,30.5,0.8,4.1,19,497.0,21.6,0,0
8,3.98,16.7,12.4,1.5,24,298.0,20.3,0,1
8,7.16,251.4,15.6,1.5,12,556.0,40.2,0,0
10,2.72,129.7,10.0,0.2,36,73.0,25.0,0,0
8,7.63,144.5,7.2,1.8,25,105.0,25.4,1,0
12,8.09,228.1,5.5,6.8,23,674.0,28.4,1,0
12,5.43,182.2,12.9,0.2,33,324.0,22.7,0,1
10,6.72,269.8,13.9,1.2,35,345.0,25.5,0,1
8,10.02,8.7,17.4,6.1,10,227.0,37.2,0,0
8,5.59,206.5,6.8,7.6,8,429.0,29.8,0,0
10,4.59,285.4,15.4,3.0,33,94.0,32.9,0,1
12,9.17,50.6,11.2,6.0,7,305.0,35.9,0,0
10,10.03,153.4,17.7,2.5,5,498.0,29.1,0,0
8,6.51,56.6,10.6,0.9,19,446.0,26.9,1,1
10,8.32,475.4,10.4,2.5,25,900.0,20.8,0,1
10,8.91,5.1,11.6,4.3,35,380.0,26.1,0,0
10,5.16,130.1,15.0,14.8,11,379.0,27.2,1,1
8,5.63,27.3,19.3,0.4,21,478.0,24.0,1,0
10,8.72,186.8,1.5,3.5,23,212.0,35.7,0,0
10,9.53,29.0,1.1,2.0,7,795.0,33.5,0,0
12,7.51,40.3,18.8,3.5,34,536.0,32.9,0,0
8,4.92,102.3,10.6,0.1,39,213.0,27.4,1,1
10,10.08,369.5,12.3,1.9,33,724.0,22.8,0,1
12,5.54,35.7,9.6,8.6,18,79.0,34.6,0,0
8,5.9,23.4,1.9,4.0,39,885.0,29.7,0,0
12,7.12,213.4,15.4,3.0,32,785.0,31.9,0,1
10,9.3,104.2,14.9,1.7,34,543.0,31.1,1,0
8,8.04,364.2,6.2,1.8,30,145.0,29.6,0,0
8,7.25,23.8,6.1,2.4,11,233.0,38.0,0,0
10,7.33,155.7,16.8,9.0,35,288.0,24.7,0,0
8,6.58,39.8,1.4,17.1,9,255.0,26.5,0,0
10,7.5,25.6,17.6,2.9,39,473.0,36.2,1,1
8,1.95,172.5,5.1,2.5,18,853.0,28.4,0,0
10,5.97,135.1,11.9,9.4,31,428.0,27.4,1,1
8,6.93,210.9,18.7,2.8,28,612.0,26.7,1,0
12,4.43,55.5,13.6,4.0,33,635.0,31.4,0,1
12,7.2,89.1,8.3,1.3,26,791.0,26.9,0,0
12,6.13,78.0,13.8,6.8,12,79.0,26.3,0,1
10,9.66,621.1,6.9,3.8,19,394.0,31.3,1,0
8,9.33,51.8,5.5,8.3,9,717.0,28.5,0,0
10,5.66,52.4,19.9,7.6,8,743.0,23.0,1,0
8,6.23,65.7,15.0,1.2,15,838.0,28.2,2,0
8,6.37,124.7,12.9,6.3,22,647.0,35.0,0,0
8,5.69,43.6,7.1,8.0,34,258.0,31.8,1,0
8,6.85,370.3,1.0,2.1,19,480.0,35.6,1,0
10,5.14,46.3,0.6,0.9,10,77.0,24.3,0,0
10,4.46,339.2,11.1,0.0,20,600.0,33.4,0,0
8,7.62,16.4,15.2,3.0,13,521.0,24.8,0,1
8,7.63,160.3,10.7,2.2,38,617.0,21.8,0,1
12,5.05,356.3,16.8,4.0,31,841.0,24.0,0,1
8,8.11,27.7,0.7,1.0,17,634.0,28.7,0,0
8,5.36,517.8,7.3,9.8,31,322.0,33.1,1,1
8,6.96,90.5,4.7,1.5,13,219.0,29.6,1,0
10,7.98,437.0,8.9,1.3,9,776.0,27.2,1,1
10,6.44,169.4,1.4,3.3,26,215.0,22.8,0,0
8,7.32,53.8,19.1,3.5,35,187.0,31.5,1,0
8,5.57,31.3,4.5,1.2,7,226.0,32.8,0,0
10,6.15,54.3,18.4,1.6,34,483.0,29.5,1,0
10,6.13,14.6,8.5,0.9,25,156.0,22.7,0,0
8,5.16,23.3,19.7,6.3,39,847.0,32.0,0,0
12,6.18,16.6,11.1,7.4,10,871.0,34.1,1,0
8,3.71,82.5,18.6,3.1,32,878.0,35.7,0,1
8,5.62,238.1,0.1,6.3,36,83.0,25.8,1,0
12,5.99,22.9,15.0,6.7,29,854.0,30.2,1,0
8,6.04,20.9,18.1,0.7,36,898.0,25.3,1,0
10,6.07,154.7,2.8,16.9,39,851.0,23.4,0,0
8,6.39,32.9,1.9,8.6,26,620.0,35.9,1,0
8,7.36,15.4,8.5,1.1,28,646.0,30.8,0,0
12,8.07,27.4,18.7,1.0,34,154.0,34.5,2,0
8,5.33,386.0,10.8,0.7,36,793.0,21.9,0,0
12,4.33,258.5,10.5,0.7,35,101.0,29.4,2,1
8,4.62,65.6,2.8,6.9,27,320.0,30.5,0,0
8,5.62,160.0,0.0,3.2,37,892.0,23.8,1,0
8,5.87,115.6,16.2,7.6,29,409.0,35.4,1,1
10,5.11,169.6,1.8,6.9,28,161.0,26.8,0,0
8,4.17,172.2,12.7,4.6,35,874.0,30.3,0,0
12,5.68,148.6,18.3,5.8,17,887.0,25.2,0,0
8,6.83,46.4,4.2,0.1,14,209.0,22.0,2,0
12,7.57,6.0,13.3,1.9,27,785.0,32.6,1,0
8,5.5,91.2,1.6,5.1,22,382.0,29.9,1,0
12,5.76,332.4,12.1,0.0,36,374.0,29.2,0,0
10,4.83,126.4,3.3,0.2,37,273.0,26.6,0,0
10,6.44,267.9,14.7,9.5,32,88.0,29.8,2,1
12,4.97,717.4,6.0,5.8,20,278.0,34.3,0,1
10,7.53,26.8,9.3,1.5,20,96.0,24.6,0,0
10,3.29,176.5,12.0,5.8,22,836.0,30.8,0,1
8,5.85,168.3,3.4,7.9,12,612.0,29.0,0,0
8,7.04,586.5,14.8,1.8,20,804.0,27.1,0,0
12,6.83,636.1,6.1,0.2,15,660.0,19.8,0,0
10,11.35,174.1,13.2,13.5,10,162.0,27.9,1,0
10,7.13,41.9,3.2,2.1,5,849.0,31.4,0,0
8,4.69,240.3,13.8,0.6,16,815.0,29.6,1,0
8,6.33,17.0,2.6,3.4,32,346.0,20.8,1,0
8,3.3,227.6,8.5,7.3,21,145.0,34.2,0,0
10,6.35,361.5,4.9,1.3,5,649.0,36.2,1,0
8,5.0,72.4,15.0,1.6,36,669.0,27.5,1,0
8,8.15,149.4,5.2,1.4,12,812.0,39.6,0,0
8,5.51,84.4,17.6,23.9,28,95.0,23.9,1,0
8,6.29,86.4,17.8,1.1,14,170.0,21.6,1,0
10,5.36,55.7,3.9,4.3,14,559.0,22.9,1,1
8,9.63,215.4,12.3,13.0,29,576.0,29.2,0,0
10,5.92,412.7,1.8,0.8,14,79.0,19.1,0,0
8,9.8,423.9,7.8,17.7,23,387.0,26.4,1,0
8,7.97,28.8,14.3,14.7,19,547.0,42.7,0,0
8,7.37,311.6,13.2,10.8,20,677.0,20.5,0,0
8,7.16,200.6,12.5,1.2,6,319.0,25.3,2,0
8,7.21,43.7,5.7,5.0,33,461.0,22.8,1,0
8,3.03,10.4,7.6,7.2,8,742.0,26.6,0,0
10,6.0,46.8,2.1,21.4,33,861.0,26.3,0,0
8,8.02,364.9,14.4,1.0,35,246.0,24.7,1,0
10,6.41,150.4,10.1,7.3,21,265.0,27.2,0,0
12,3.97,191.5,14.2,2.1,14,849.0,31.2,1,1
10,6.41,44.6,5.0,1.0,31,387.0,34.9,3,0
8,9.57,190.6,6.5,2.7,19,661.0,26.6,0,0
8,8.74,4.3,6.7,7.9,35,570.0,28.0,1,0
8,6.39,70.6,0.5,3.1,25,293.0,30.3,0,0
8,8.21,147.8,6.8,3.9,30,606.0,21.8,1,0
12,5.84,23.7,16.1,26.7,21,607.0,27.2,1,0
8,3.43,259.7,17.9,2.5,7,554.0,25.5,0,0
8,4.84,40.2,10.4,4.8,18,135.0,32.8,0,0
10,9.31,158.5,9.1,2.3,17,896.0,36.8,0,0
10,6.01,77.9,0.6,2.5,31,390.0,24.1,0,0
10,6.06,136.0,17.6,5.9,5,593.0,34.4,1,0
8,5.96,17.1,0.3,13.9,21,803.0,20.7,0,0
8,9.93,2.6,18.9,3.9,38,410.0,29.0,1,0
10,9.43,360.5,9.8,7.3,18,708.0,29.3,0,0
8,10.49,47.1,6.8,0.5,21,876.0,20.6,1,0
8,6.21,257.0,18.5,1.2,7,355.0,23.9,1,1
8,7.03,1100.9,0.5,3.5,38,394.0,23.4,1,1
8,3.77,35.6,11.6,0.1,29,820.0,21.4,0,1
8,9.16,46.2,11.0,1.5,6,186.0,14.7,2,0
8,4.4,163.1,4.4,3.6,38,74.0,27.0,0,0
10,6.89,504.8,8.6,0.1,30,823.0,27.6,1,1
10,4.52,371.2,13.0,1.5,35,748.0,27.5,1,1
12,5.44,104.8,14.5,3.6,13,877.0,31.8,0,0
8,4.99,237.8,0.0,4.3,34,100.0,18.3,0,0
8,5.41,21.9,18.7,13.0,24,183.0,26.1,0,0
8,5.53,568.7,3.3,5.2,25,140.0,40.8,0,0
10,5.51,500.1,4.7,2.7,33,631.0,32.4,0,0
